N,P,K,temperature,humidity,ph,rainfall,label
75.6,51.06,27.67,21.59,77.42,6.6,110.9,maize
82.13,51.83,53.54,25.73,74.26,7.47,94.27,sugarcane
38.9,45.86,38.29,20.19,35.09,7.3,51.34,millets
66.09,56.61,32.76,27.98,51.55,7.37,88.67,maize
86.92,48.14,35.49,28.76,90.81,6.81,270.39,rice
58.36,55.72,50.53,23.0,54.41,7.62,84.75,cotton
34.62,55.12,28.64,21.21,57.74,6.47,31.59,pulses
49.13,40.06,38.56,25.7,67.51,6.22,60.01,millets
55.09,57.02,41.14,33.87,65.85,6.93,51.69,groundnut
41.7,45.85,53.66,24.16,41.18,6.45,44.49,millets
87.4,43.3,47.63,29.74,83.87,6.5,274.5,rice
76.81,43.41,37.47,27.57,79.35,7.01,150.14,rice
31.3,55.4,35.45,30.33,59.49,7.64,44.15,groundnut
73.98,45.6,42.57,20.98,72.55,7.06,165.91,maize
29.77,52.63,42.76,21.18,56.27,6.42,58.34,pulses
84.74,56.93,58.93,23.35,74.09,7.04,234.27,sugarcane
76.93,51.87,44.18,32.0,82.05,6.32,209.71,rice
78.64,54.8,34.08,20.65,66.18,6.99,127.61,maize
43.92,45.63,40.87,31.56,50.0,7.55,43.92,groundnut
56.35,26.93,36.4,34.2,43.96,6.69,52.27,millets
48.88,40.05,34.74,22.91,40.99,6.6,53.04,millets
82.14,46.08,44.32,26.91,96.48,6.73,237.39,rice
52.38,30.55,38.81,28.47,65.72,7.42,79.65,millets
42.07,51.49,40.79,29.36,44.65,6.94,102.78,pulses
100.23,53.1,41.81,20.9,88.74,6.28,376.0,rice
44.81,56.2,41.51,27.29,57.93,7.52,95.04,groundnut
110.29,35.72,53.01,31.36,79.13,6.37,156.65,sugarcane
30.39,43.48,36.04,22.29,45.84,7.63,54.12,millets
55.76,31.43,47.97,22.88,63.46,6.69,74.79,millets
58.05,54.62,64.98,30.14,71.58,7.28,109.92,cotton
48.04,46.11,44.28,34.7,49.99,7.14,45.74,groundnut
81.0,44.04,44.86,28.69,82.92,6.84,142.11,rice
43.19,53.89,27.66,23.27,66.56,7.03,21.59,groundnut
79.79,41.76,43.5,27.3,80.74,6.91,119.81,rice
88.61,39.81,39.55,21.74,79.43,6.53,270.55,rice
53.93,42.39,46.22,25.65,37.14,7.43,51.76,millets
43.9,52.3,31.89,18.33,60.99,6.87,41.99,pulses
56.74,47.47,57.19,26.09,55.09,6.52,145.75,cotton
40.16,24.99,30.52,29.62,56.2,7.09,98.34,millets
67.76,41.03,49.76,20.01,85.51,5.95,204.45,rice
97.52,54.11,57.45,21.42,72.87,6.52,151.95,sugarcane
59.73,40.74,38.32,22.34,75.05,7.06,155.93,maize
67.68,55.86,46.19,27.65,60.03,6.44,144.5,maize
78.1,42.22,49.89,27.97,84.0,6.61,243.95,rice
46.99,38.52,47.86,31.42,51.25,6.27,105.1,pulses
81.81,46.86,31.27,28.1,71.59,6.21,89.19,maize
33.33,44.96,35.36,35.35,51.58,7.22,61.99,pulses
49.57,41.41,27.51,18.4,40.22,6.65,48.81,millets
38.98,51.3,28.99,29.56,59.85,6.67,47.6,pulses
83.69,40.74,45.71,24.91,83.95,6.24,265.96,rice
69.05,47.66,43.0,25.29,65.68,6.91,70.91,cotton
39.92,54.92,38.65,30.38,41.46,6.68,29.93,pulses
89.03,44.42,52.07,21.56,87.96,6.01,185.88,rice
53.34,53.78,41.4,32.76,71.06,7.43,75.7,groundnut
75.35,55.91,57.79,34.05,71.68,7.59,126.45,sugarcane
71.78,53.18,43.64,23.6,86.5,7.05,228.12,rice
65.38,55.77,33.42,29.66,61.96,7.24,74.0,maize
36.17,43.17,38.11,25.69,70.49,7.25,87.45,groundnut
55.33,63.33,33.84,28.53,66.77,6.71,46.11,groundnut
95.35,60.86,49.52,29.18,76.12,6.73,259.52,banana
44.73,61.09,36.7,30.62,67.07,6.84,96.74,groundnut
59.8,39.17,36.28,29.54,66.16,6.99,106.51,millets
94.25,37.73,38.68,30.52,78.6,6.9,189.69,rice
45.42,43.06,41.91,26.59,71.45,7.0,54.95,groundnut
64.56,51.04,29.01,28.74,52.65,6.18,117.89,maize
69.04,45.86,38.05,21.49,78.34,6.89,143.34,rice
34.26,42.59,43.39,33.44,63.6,6.34,114.88,millets
54.48,31.96,38.71,22.27,40.01,7.73,84.33,millets
63.81,48.99,36.8,19.48,57.58,7.07,104.78,maize
66.38,56.04,37.53,26.48,72.33,7.28,82.32,maize
33.69,43.59,24.58,24.57,75.67,7.5,105.79,groundnut
96.78,54.35,52.08,28.79,85.19,7.47,200.75,sugarcane
66.24,56.55,56.72,26.1,42.49,7.48,52.14,cotton
73.95,46.04,51.55,32.24,70.96,6.46,135.22,rice
36.34,43.03,33.28,35.13,35.63,6.38,77.85,millets
29.7,38.91,26.85,27.2,69.65,6.91,115.9,groundnut
77.57,41.24,29.76,17.56,68.69,6.52,130.73,maize
41.53,31.41,46.77,23.66,49.71,6.88,98.77,millets
84.57,57.87,51.51,32.22,67.25,7.3,149.77,sugarcane
70.24,48.29,42.14,20.27,71.6,7.25,110.42,maize
51.92,39.49,47.23,35.21,50.99,7.19,37.34,millets
65.75,43.0,57.88,30.48,56.0,7.43,120.69,cotton
86.57,60.36,76.56,33.27,79.72,5.97,126.46,banana
42.46,41.4,30.04,23.76,64.98,7.59,65.96,millets
34.73,33.88,40.44,28.77,53.13,7.22,22.84,pulses
37.77,39.1,39.25,20.16,49.71,6.99,48.33,pulses
55.13,31.18,34.92,27.01,44.89,6.76,64.06,millets
87.39,53.64,71.43,28.94,73.37,6.39,148.04,banana
63.86,49.98,57.91,28.88,70.05,6.53,122.6,cotton
40.27,61.55,46.57,24.85,75.3,5.72,152.06,coffee
59.35,45.63,44.15,26.66,50.31,7.25,89.75,cotton
86.12,48.3,66.04,24.88,72.05,6.41,95.11,sugarcane
49.8,36.35,26.02,28.87,53.3,6.75,71.57,groundnut
71.43,43.66,65.3,30.15,64.87,6.44,36.65,cotton
67.56,45.51,60.86,30.16,50.46,6.49,73.27,cotton
36.59,40.98,29.24,30.98,62.29,6.73,72.33,groundnut
40.95,41.96,33.97,25.13,69.91,7.13,52.04,pulses
92.42,51.01,47.99,24.19,72.34,6.97,98.0,sugarcane
55.42,41.69,51.88,29.49,57.07,7.14,63.66,millets
50.21,29.9,34.42,29.98,59.19,7.21,43.54,millets
88.02,35.75,43.15,22.87,94.77,6.78,318.19,rice
64.97,47.5,45.0,31.84,52.93,6.5,62.88,cotton
42.75,42.88,31.2,30.15,76.43,6.28,101.55,groundnut
47.68,58.64,34.98,29.88,63.2,7.2,62.94,pulses
32.22,54.32,43.01,31.76,67.19,6.77,95.08,pulses
33.22,62.41,28.02,30.31,64.52,6.3,62.35,groundnut
69.49,45.77,40.18,33.25,47.93,6.61,43.05,cotton
78.93,49.49,41.07,18.92,52.3,6.07,72.25,maize
77.72,48.94,47.41,30.67,78.58,6.67,151.9,rice
65.8,56.54,51.42,34.51,56.47,6.5,39.74,cotton
42.33,44.37,43.33,31.66,58.03,7.74,79.21,millets
40.15,39.61,33.45,28.18,42.95,7.83,41.63,millets
81.67,51.69,48.33,26.55,75.64,6.82,110.5,sugarcane
36.95,64.19,33.1,24.41,59.14,6.44,86.89,groundnut
50.64,38.93,39.94,31.93,69.24,6.93,74.71,pulses
45.55,36.25,44.2,26.56,37.15,6.31,84.08,millets
32.72,46.65,27.22,20.05,55.35,6.52,88.51,pulses
62.28,56.82,46.22,29.43,51.06,6.24,123.27,cotton
54.81,45.79,61.53,29.06,58.23,6.51,109.78,cotton
74.56,49.84,39.34,22.97,80.68,6.94,187.27,rice
96.49,45.73,77.24,24.52,89.72,6.28,147.42,banana
64.33,46.71,48.02,29.01,90.0,6.0,258.27,rice
100.01,49.45,59.29,33.7,85.8,7.39,181.41,sugarcane
48.51,42.38,34.48,23.74,38.46,6.99,37.24,pulses
75.84,41.82,37.15,26.04,95.19,7.02,230.25,rice
70.28,44.83,64.32,31.41,69.21,5.93,142.62,coconut
101.48,50.55,57.37,31.6,68.8,7.37,256.6,sugarcane
77.94,55.86,44.48,22.91,50.85,7.37,85.82,maize
72.17,47.23,53.38,26.76,60.07,7.38,80.84,cotton
59.57,40.41,45.21,32.91,57.7,7.53,69.4,cotton
55.71,36.22,33.38,24.16,48.04,7.53,77.84,millets
38.71,54.09,31.27,28.43,64.84,6.97,40.19,pulses
51.59,48.01,35.96,17.91,43.08,7.27,35.51,pulses
71.71,51.18,40.37,29.46,78.9,6.08,261.43,rice
30.92,60.55,39.04,28.44,47.76,6.93,94.89,pulses
101.31,51.9,51.83,31.03,85.19,7.18,150.64,sugarcane
57.68,43.76,32.79,20.16,61.23,6.52,76.47,maize
79.82,39.29,45.8,22.56,88.39,6.82,300.79,rice
56.05,36.09,26.1,32.27,62.78,7.9,63.34,pulses
45.4,42.78,38.21,22.52,71.04,7.17,67.96,pulses
63.03,48.68,26.26,28.91,57.1,6.55,52.61,maize
77.6,51.35,38.12,27.18,72.78,6.49,162.4,rice
79.15,47.83,45.11,26.18,81.63,6.4,175.18,rice
54.03,40.5,52.94,35.79,54.75,6.72,49.17,cotton
82.7,55.53,35.97,32.61,63.26,7.07,38.23,maize
32.55,50.04,30.18,31.95,56.84,6.45,79.44,pulses
65.02,42.22,59.91,31.73,52.89,7.71,65.06,cotton
87.85,45.93,67.2,29.37,81.86,6.59,109.2,sugarcane
55.38,43.99,48.86,21.05,72.29,7.68,91.98,groundnut
53.74,29.99,37.17,23.44,44.01,6.86,84.36,pulses
50.64,56.28,35.84,25.39,76.23,7.29,65.41,groundnut
45.86,55.62,38.5,26.2,72.89,7.03,73.18,groundnut
51.26,47.84,33.84,30.49,61.78,6.97,53.5,pulses
79.79,36.22,36.14,27.21,84.27,6.7,209.55,rice
47.96,56.13,35.64,33.34,52.45,7.58,71.73,groundnut
81.12,56.26,67.04,21.55,76.92,6.17,138.66,banana
60.95,51.85,43.47,24.74,50.44,6.75,91.01,maize
93.37,39.49,52.37,22.15,81.93,6.4,186.69,sugarcane
71.62,44.58,73.93,35.24,83.84,5.86,257.55,coconut
35.75,49.83,46.33,19.0,48.01,6.67,90.64,pulses
52.28,49.69,53.41,27.99,55.04,6.83,105.21,cotton
70.9,54.81,26.2,24.28,73.28,7.02,85.09,maize
83.07,34.77,29.29,25.51,65.81,7.28,94.43,maize
72.25,42.66,44.65,28.1,90.42,6.46,185.04,rice
32.31,57.38,26.5,30.33,51.66,7.01,100.35,groundnut
54.27,49.72,30.3,25.12,65.46,6.73,82.47,maize
49.05,34.85,39.91,28.3,54.79,7.57,33.64,pulses
38.85,59.58,43.79,29.76,48.54,6.81,41.12,groundnut
72.44,54.75,36.89,21.64,89.89,6.93,179.43,rice
40.44,50.51,30.33,26.94,57.08,6.52,114.63,pulses
68.77,49.27,29.53,31.69,52.51,6.59,82.97,maize
57.96,24.65,54.33,23.41,39.86,7.02,38.77,millets
71.18,35.77,30.86,21.61,81.27,6.84,234.54,rice
58.56,41.38,32.19,18.08,60.0,7.04,102.12,pulses
51.08,42.6,47.73,32.37,55.5,7.36,49.56,groundnut
87.74,41.06,22.04,22.39,57.57,6.86,97.57,maize
89.01,37.27,40.46,30.97,79.02,6.38,130.92,rice
50.05,59.32,28.85,23.81,53.59,6.81,103.53,groundnut
46.62,30.85,51.39,25.18,45.39,6.89,20,millets
66.74,43.18,47.74,30.69,67.03,6.8,63.5,cotton
69.5,46.2,38.19,21.34,70.14,6.72,119.66,maize
68.55,51.95,62.59,32.93,74.87,6.38,76.16,cotton
84.32,51.76,34.58,21.87,68.3,6.67,80.06,maize
76.62,44.23,45.47,30.57,91.13,6.01,200.7,rice
66.09,39.2,34.28,25.44,57.57,6.13,76.51,millets
42.57,48.17,32.27,24.32,67.81,7.56,88.43,pulses
84.12,52.85,45.0,30.98,81.96,6.85,229.83,rice
82.13,53.89,35.34,24.22,52.06,6.64,78.58,maize
34.46,55.66,24.3,19.3,50.81,7.0,35.15,pulses
44.41,29.23,39.05,27.09,58.01,6.48,37.38,millets
35.1,42.33,43.58,22.35,63.23,7.07,62.21,pulses
63.1,53.19,44.92,18.48,61.01,6.66,62.72,maize
83.75,45.28,33.13,33.28,68.24,7.08,119.41,maize
95.89,45.94,59.1,26.01,78.05,6.31,163.99,banana
82.27,46.85,35.27,20.68,92.08,6.42,310.76,rice
103.75,53.33,64.53,31.25,77.56,7.06,197.81,sugarcane
84.32,58.25,59.38,31.8,67.05,6.34,126.2,banana
79.84,51.16,38.12,31.13,73.1,7.37,114.44,maize
78.65,44.9,32.53,28.01,85.53,6.46,191.63,rice
44.22,30.46,30.67,29.18,43.56,7.0,87.33,millets
83.72,49.56,38.98,31.36,80.9,6.61,274.84,rice
81.63,38.42,43.89,23.88,87.99,6.85,292.37,rice
68.45,41.88,40.5,28.04,89.83,6.85,365.07,rice
78.56,49.42,40.7,27.01,70.21,5.92,96.4,maize
42.72,57.03,39.96,23.47,42.02,7.64,84.37,pulses
81.79,42.71,33.35,19.87,58.26,7.52,134.46,maize
49.19,56.32,43.5,28.79,57.98,6.8,131.44,cotton
83.27,50.9,42.03,29.78,86.81,7.17,159.45,rice
42.81,43.46,36.46,35.73,53.61,7.66,71.09,groundnut
63.62,54.63,26.75,23.24,62.09,7.48,112.11,maize
49.48,38.71,48.48,33.05,63.69,6.46,59.77,millets
98.2,60.31,71.46,23.68,67.31,6.0,176.97,banana
54.82,37.03,34.63,32.5,66.08,6.66,53.3,pulses
51.82,43.83,41.24,35.77,69.29,6.87,74.5,cotton
105.67,44.62,59.2,32.01,83.21,6.58,110.53,sugarcane
79.9,53.24,41.01,24.13,77.15,6.88,240.1,rice
58.21,58.78,40.54,29.51,75.4,6.94,47.2,groundnut
49.87,44.83,52.46,26.3,62.13,6.85,76.69,cotton
57.84,44.57,37.85,22.11,39.05,6.08,26.15,millets
32.6,38.63,52.29,27.38,70.26,6.5,117.48,groundnut
80.01,51.91,37.02,29.65,79.19,6.04,271.2,rice
34.51,46.44,48.46,28.53,63.08,6.84,53.1,groundnut
61.01,29.71,33.68,23.03,38.09,6.94,41.67,millets
64.4,51.07,43.15,31.62,96.79,6.32,342.5,rice
36.41,51.42,34.64,30.25,62.76,7.59,45.89,pulses
72.95,58.4,37.96,26.1,72.0,7.14,77.14,maize
63.36,40.09,40.73,23.6,38.01,7.73,63.61,millets
39.94,53.5,44.82,26.04,73.38,6.3,80.42,groundnut
80.38,47.91,28.12,30.16,51.77,6.28,112.9,maize
77.1,55.18,34.01,31.8,61.28,7.2,162.0,maize
78.52,50.09,42.75,22.5,75.09,6.03,122.25,rice
45.57,47.68,60.23,30.91,56.83,6.92,73.23,cotton
72.16,50.13,44.4,19.5,73.63,7.13,91.45,maize
75.9,54.51,52.79,34.83,50.09,6.7,84.37,cotton
69.1,42.29,42.15,26.29,78.55,6.26,208.51,rice
79.05,44.0,45.48,30.42,96.42,6.33,285.67,rice
58.87,46.43,33.23,31.01,61.9,6.04,93.67,maize
32.88,51.41,42.2,24.17,43.26,7.26,39.71,pulses
82.36,45.92,33.95,31.29,59.27,6.65,89.96,maize
50.01,43.99,38.33,30.9,44.26,7.01,29.48,pulses
71.06,47.91,56.95,23.09,64.25,6.42,128.35,cotton
40.43,51.6,31.88,26.93,45.85,6.33,82.78,pulses
87.11,48.04,44.32,30.32,80.15,6.65,258.84,rice
94.38,50.41,57.85,31.81,75.74,6.8,162.04,sugarcane
37.56,53.65,32.56,28.47,50.5,7.93,54.24,pulses
56.77,45.76,53.44,31.73,48.89,6.52,86.63,cotton
81.93,46.7,41.1,25.0,77.29,6.87,356.2,rice
49.13,32.87,27.87,28.27,63.77,7.7,100.88,millets
59.76,59.03,48.14,23.02,63.77,7.08,77.16,maize
90.31,46.98,36.36,30.82,79.08,6.42,237.06,rice
77.1,54.81,36.51,28.42,84.72,6.45,130.71,rice
75.35,38.43,45.14,31.1,91.67,6.19,258.19,rice
60.21,28.92,34.29,23.97,58.99,7.54,61.31,pulses
44.71,44.16,40.77,31.2,70.04,6.87,49.22,groundnut
68.12,50.35,52.7,23.89,61.35,6.5,129.86,cotton
42.9,54.54,38.32,20.53,46.41,7.06,90.58,pulses
97.69,53.58,65.01,22.99,72.8,7.52,193.6,sugarcane
65.78,51.34,44.06,19.16,59.5,7.13,137.09,maize
70.64,42.64,31.31,22.12,76.84,7.2,159.22,maize
54.96,37.16,30.25,27.47,49.89,6.92,46.11,pulses
38.38,54.22,48.09,30.77,61.89,7.11,47.4,groundnut
60.3,52.41,31.22,31.49,63.56,6.8,89.42,maize
64.53,30.3,55.65,21.78,60.68,6.52,65.83,millets
50.79,41.95,49.08,24.77,49.51,6.18,33.75,millets
77.24,43.23,39.33,31.6,53.53,6.28,120.96,maize
65.35,49.02,56.02,24.01,61.71,6.97,74.43,cotton
80.46,41.38,48.19,25.27,92.55,7.11,305.55,rice
42.34,52.02,34.92,27.85,63.9,6.42,49.85,pulses
65.51,50.93,51.27,29.61,93.21,7.15,234.67,rice
41.02,56.89,35.08,26.25,44.69,6.48,40.19,pulses
45.09,41.7,44.26,19.9,39.6,7.64,43.58,millets
53.62,27.04,36.84,27.0,50.01,7.41,88.24,millets
25.74,54.51,43.58,22.57,56.29,7.43,40.55,pulses
91.59,54.72,51.05,34.56,69.08,7.03,135.37,sugarcane
56.64,56.79,35.63,18.78,65.92,7.21,106.95,maize
54.25,34.47,42.6,20.95,57.15,6.31,95.26,millets
61.07,40.21,58.05,29.47,53.61,7.25,144.18,cotton
80.69,50.3,36.02,23.52,81.2,6.95,361.22,rice
76.09,36.66,42.26,19.99,93.76,7.02,270.84,rice
43.43,50.82,61.91,18.96,83.36,5.66,169.15,coffee
53.89,44.51,26.63,24.65,38.68,6.82,42.34,pulses
77.14,39.83,40.43,33.47,57.66,6.72,114.34,maize
58.87,47.61,26.73,32.06,62.97,6.29,36.94,maize
45.61,47.47,26.42,20.14,72.88,6.83,35.46,pulses
77.09,48.62,42.09,33.51,61.53,6.09,86.89,maize
56.01,42.36,34.75,26.87,48.04,7.54,27.22,pulses
59.88,46.59,39.87,19.6,67.0,7.09,90.56,millets
72.2,39.82,45.43,23.81,87.58,6.53,257.02,rice
30.75,43.46,25.69,26.18,59.84,6.87,95.03,pulses
38.36,41.22,28.19,31.81,77.96,7.3,87.61,groundnut
114.52,54.8,69.19,23.3,79.85,6.48,164.88,banana
39.66,37.33,42.1,35.85,46.73,7.45,48.34,millets
88.57,40.54,33.66,27.65,61.48,7.29,96.86,maize
68.92,43.36,47.87,24.81,72.73,6.21,137.68,rice
68.38,39.08,51.28,19.92,78.21,6.29,300.6,rice
59.47,53.5,32.54,22.84,71.58,6.26,114.74,maize
31.35,49.99,36.93,29.7,57.18,7.12,115.55,groundnut
69.31,45.67,37.4,27.32,64.84,6.77,58.12,maize
40.58,38.5,44.08,25.76,71.28,7.34,56.2,pulses
83.0,55.74,56.62,35.23,75.78,7.03,128.64,sugarcane
85.77,35.49,26.6,27.79,73.12,7.25,148.82,maize
46.67,38.3,38.59,30.68,65.2,6.94,72.57,pulses
39.03,57.68,42.1,31.9,59.28,7.44,124.7,groundnut
60.33,60.52,60.41,33.35,65.67,7.42,93.02,cotton
88.29,49.3,36.12,30.48,79.37,6.4,185.35,rice
52.31,29.95,35.29,35.87,43.59,7.56,36.7,millets
31.04,42.91,51.6,34.12,43.01,6.69,32.95,millets
71.32,47.56,41.93,20.47,57.48,6.73,126.86,maize
57.87,41.29,43.63,31.96,54.91,7.26,45.55,pulses
83.09,50.07,42.48,30.02,86.67,6.09,283.56,rice
50.6,40.74,70.09,24.93,92.58,5.57,268.68,coconut
43.07,51.81,27.85,33.65,51.99,7.2,80.14,groundnut
72.57,45.29,51.46,32.93,68.48,7.16,208.73,sugarcane
80.23,53.58,37.02,26.87,50.9,7.27,56.34,maize
56.47,27.71,35.28,37.78,56.53,6.21,53.97,millets
98.62,45.4,59.97,30.39,70.76,6.77,88.36,banana
72.12,42.31,39.19,32.34,77.53,6.25,166.07,maize
40.2,43.15,55.61,23.66,77.46,6.48,310.77,coffee
82.38,38.93,44.27,30.25,82.88,6.88,258.71,rice
81.81,43.17,39.99,27.84,74.77,7.03,176.42,rice
63.26,55.46,29.22,19.17,61.89,7.49,110.49,maize
85.43,42.45,35.45,29.98,87.17,6.61,253.92,rice
69.31,40.97,46.0,36.56,73.66,7.35,85.16,sugarcane
47.82,48.42,53.95,25.09,46.09,7.58,122.8,cotton
57.25,31.38,52.69,25.08,61.53,6.09,59.4,millets
84.27,39.97,47.85,22.46,83.03,6.4,191.98,sugarcane
77.08,51.54,33.38,20.99,47.19,6.73,66.53,maize
67.31,53.44,41.01,26.97,79.85,6.09,322.83,rice
82.09,43.37,39.08,27.61,77.22,6.47,110.27,rice
81.13,50.92,52.48,22.07,68.33,7.47,161.73,sugarcane
62.68,52.02,60.11,33.1,53.72,7.1,65.08,cotton
26.38,39.98,41.59,19.03,43.81,6.83,82.61,pulses
73.57,42.58,48.34,24.48,74.9,6.9,134.43,sugarcane
77.62,59.29,46.34,23.2,70.72,6.25,78.67,maize
65.01,52.41,58.63,29.99,70.11,6.7,152.02,cotton
34.16,45.22,45.06,21.68,47.61,7.62,133.2,pulses
86.1,49.53,39.87,31.29,81.22,6.95,206.0,rice
51.4,48.65,64.14,32.62,69.29,7.24,72.65,cotton
86.93,45.4,45.08,27.3,87.9,7.13,305.98,rice
84.73,39.15,39.25,21.64,85.12,6.32,382.21,rice
75.24,55.13,41.22,30.22,94.62,6.85,281.47,rice
35.08,37.81,44.09,29.03,50.64,6.14,77.23,millets
72.12,39.67,41.59,25.89,84.95,6.26,300.93,rice
52.23,46.04,28.31,34.35,72.04,6.54,57.85,groundnut
22.73,50.35,32.26,20.95,57.02,6.44,84.66,pulses
67.03,49.96,47.27,24.0,55.45,6.88,45.75,maize
86.46,52.08,43.18,26.37,88.36,6.27,270.95,rice
69.69,43.88,39.01,30.93,81.39,6.08,302.5,rice
53.18,46.39,76.16,30.94,86.64,6.09,178.36,coconut
60.32,38.18,46.68,23.99,40.83,7.06,53.86,millets
44.13,59.97,42.12,22.93,67.02,7.42,42.37,groundnut
48.79,44.75,38.51,30.5,34.7,6.85,26.77,millets
54.62,27.3,47.12,31.63,34.47,7.57,36.69,millets
37.79,35.06,31.7,29.68,44.49,6.97,121.84,pulses
49.23,26.5,46.61,30.41,45.89,7.65,39.81,millets
48.33,63.32,62.95,14.27,69.87,6.2,303.56,coffee
58.05,41.41,57.28,32.38,69.99,7.48,77.65,cotton
72.52,42.13,50.92,27.08,90.79,6.02,365.15,rice
42.13,51.36,33.38,31.37,70.01,6.56,76.71,pulses
43.21,40.32,32.43,31.31,75.19,6.83,128.69,groundnut
84.87,48.14,47.8,25.61,89.94,6.18,347.11,rice
44.15,56.95,31.04,21.97,69.06,7.53,61.57,groundnut
35.23,43.06,35.72,25.54,60.77,7.12,115.24,groundnut
73.43,44.32,32.48,27.53,92.31,6.47,374.46,rice
66.61,36.96,40.66,30.34,73.78,6.86,123.65,maize
84.31,50.62,35.83,27.35,82.6,6.46,154.98,rice
81.63,40.24,42.6,27.41,88.27,6.9,234.4,rice
48.18,39.98,62.96,28.67,53.47,7.53,101.88,cotton
61.42,29.94,41.38,24.64,48.75,6.85,55.04,millets
54.03,55.05,51.37,29.92,63.89,6.51,79.2,cotton
45.59,33.56,48.75,32.73,36.87,7.52,67.51,millets
72.03,55.68,42.88,27.59,59.08,6.48,122.53,maize
38.8,43.63,48.0,22.86,63.81,7.03,116.04,groundnut
88.09,43.93,50.6,26.99,92.03,6.82,276.53,rice
75.46,48.38,44.32,24.74,90.96,6.08,218.44,rice
60.78,54.36,52.43,24.91,60.72,7.32,132.58,cotton
65.87,38.27,51.17,24.78,61.98,7.69,52.53,millets
81.01,40.82,48.52,26.72,68.58,7.5,57.2,maize
48.74,56.93,30.9,34.49,49.63,7.26,75.87,groundnut
72.6,49.53,55.24,25.81,65.61,6.68,129.77,cotton
51.6,50.52,33.7,30.67,68.59,6.19,44.64,pulses
59.81,42.24,48.27,33.03,43.06,7.65,66.67,millets
83.41,44.27,37.51,30.32,83.68,6.06,387.4,rice
58.96,53.97,52.53,31.46,53.43,6.85,93.77,cotton
78.21,40.84,40.69,29.94,82.91,6.64,194.16,rice
89.17,47.17,41.84,27.56,71.07,7.07,151.33,rice
50.85,45.78,87.61,24.58,72.11,7.14,186.69,coconut
70.19,43.03,57.82,35.05,64.76,7.58,94.44,cotton
52.68,41.03,38.69,32.44,61.51,6.35,51.82,millets
46.2,38.19,41.98,20.11,55.13,7.12,85.27,pulses
32.93,43.21,40.94,28.83,54.41,7.54,70.96,groundnut
59.6,38.05,81.21,32.38,62.8,6.59,175.56,coconut
97.22,56.21,55.43,33.99,86.08,6.95,153.28,sugarcane
56.48,54.38,34.67,18.32,68.22,7.04,92.19,maize
61.53,59.39,51.46,31.77,65.55,6.63,87.11,cotton
48.59,30.74,47.49,32.47,51.52,7.16,64.65,millets
51.04,43.37,29.61,24.65,55.6,6.38,68.83,groundnut
38.78,47.95,36.91,33.69,43.98,6.45,61.87,pulses
66.89,57.4,61.97,35.99,51.82,7.04,72.94,cotton
50.8,57.64,36.29,30.29,55.29,7.15,40.7,groundnut
68.66,55.6,32.91,25.49,73.15,7.43,61.56,maize
85.72,37.78,36.65,25.65,97.28,6.23,314.39,rice
71.3,41.82,40.25,21.81,94.69,6.48,297.23,rice
37.08,54.47,29.35,19.25,62.53,7.63,99.88,pulses
98.53,44.55,39.72,22.6,77.05,6.98,192.72,rice
40.05,39.21,43.81,24.54,71.17,7.39,82.57,pulses
62.58,55.26,60.91,31.18,62.35,7.01,150.35,cotton
35.79,31.99,31.63,23.07,62.94,6.15,58.24,millets
55.62,33.13,41.5,24.6,46.3,7.6,47.1,millets
60.51,45.94,27.77,25.47,69.33,7.4,81.67,maize
39.95,38.54,39.72,26.98,46.4,6.21,59.85,pulses
37.79,49.15,48.2,24.81,57.0,6.81,51.79,groundnut
51.68,40.78,43.01,19.71,61.07,6.6,129.28,pulses
76.58,47.46,44.9,22.43,70.49,6.67,174.61,rice
40.59,32.56,48.56,25.36,55.74,6.93,84.63,millets
82.66,45.77,35.07,25.46,68.87,6.3,175.29,rice
29.83,46.02,50.11,24.62,68.67,7.51,111.84,groundnut
42.7,48.99,59.06,25.88,61.36,7.48,81.91,cotton
96.93,59.3,59.02,22.19,66.52,6.26,108.85,sugarcane
49.08,36.85,37.45,20.7,45.97,7.65,82.87,pulses
58.33,44.86,48.76,30.32,51.22,7.02,40.64,millets
92.97,45.08,70.9,21.11,69.34,6.05,264.66,banana
73.5,51.28,62.02,28.58,49.29,7.42,72.05,cotton
82.39,41.49,35.86,20.86,79.22,6.62,226.37,rice
66.86,50.6,89.88,23.68,76.52,6.89,156.45,coconut
76.87,44.73,43.48,28.93,97.66,6.35,255.01,rice
28.5,53.91,36.72,27.61,58.54,7.2,52.42,groundnut
41.37,50.67,40.53,31.82,45.81,7.25,85.58,pulses
64.2,45.09,36.59,26.01,68.9,7.14,132.56,cotton
84.71,50.56,42.75,25.72,88.08,6.88,324.68,rice
51.8,56.91,65.29,24.96,67.18,6.34,79.7,cotton
41.34,46.99,71.4,15.21,86.41,5.39,281.4,coffee
47.11,45.19,43.82,29.73,61.52,7.13,63.27,groundnut
85.38,42.93,48.33,25.37,71.38,6.8,153.36,rice
42.14,48.79,37.18,34.53,64.02,7.55,30.74,pulses
71.04,50.64,37.82,21.98,85.08,6.32,197.95,rice
37.74,41.96,32.57,29.64,51.44,6.57,66.22,groundnut
72.22,44.6,46.14,27.89,90.62,7.23,217.04,rice
46.74,46.35,64.99,23.15,57.36,7.1,127.4,cotton
94.62,49.89,35.19,26.9,92.56,6.71,323.26,rice
